"FolderPath","IdentityReference","FileSystemRights","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags"
"C:\Temp\Scripts\Files-And-Folders\Get-NTFSPermissions","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Get-NTFSPermissions","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Files-And-Folders\Get-UserPath","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Get-UserPath","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Get-UserPath","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Get-UserPath","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Get-UserPath","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Files-And-Folders\Remove-FolderFromPath","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Remove-FolderFromPath","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Remove-FolderFromPath","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Remove-FolderFromPath","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Remove-FolderFromPath","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Files-And-Folders\Rename-FolderCase","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-FolderCase","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-FolderCase","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-FolderCase","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-FolderCase","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Files-And-Folders\Rename-ScriptToFolderName","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-ScriptToFolderName","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-ScriptToFolderName","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-ScriptToFolderName","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Rename-ScriptToFolderName","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Files-And-Folders\Unprotect-RMSFile","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Unprotect-RMSFile","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Unprotect-RMSFile","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Files-And-Folders\Unprotect-RMSFile","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Files-And-Folders\Unprotect-RMSFile","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Local\Change-LocalUserPassword","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Change-LocalUserPassword","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Change-LocalUserPassword","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Change-LocalUserPassword","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Local\Change-LocalUserPassword","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Local\Create-LocalAccount","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Create-LocalAccount","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Create-LocalAccount","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Create-LocalAccount","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Local\Create-LocalAccount","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Local\Repair-WindowsOS","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Repair-WindowsOS","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Repair-WindowsOS","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Local\Repair-WindowsOS","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Local\Repair-WindowsOS","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\My-Scripts\Copy-FilestToAzureStorage","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Copy-FilestToAzureStorage","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Copy-FilestToAzureStorage","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Copy-FilestToAzureStorage","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\My-Scripts\Copy-FilestToAzureStorage","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\My-Scripts\Delete-OldScreenshots","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Delete-OldScreenshots","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Delete-OldScreenshots","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Delete-OldScreenshots","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\My-Scripts\Delete-OldScreenshots","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\My-Scripts\Mount-AzureStorage","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Mount-AzureStorage","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Mount-AzureStorage","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\My-Scripts\Mount-AzureStorage","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\My-Scripts\Mount-AzureStorage","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Network\Test-NetworkConnectivity","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Network\Test-NetworkConnectivity","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Network\Test-NetworkConnectivity","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Network\Test-NetworkConnectivity","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Network\Test-NetworkConnectivity","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Nuvodia-Only\Create-NuvodialocalAccount","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Nuvodia-Only\Create-NuvodialocalAccount","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Nuvodia-Only\Create-NuvodialocalAccount","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Nuvodia-Only\Create-NuvodialocalAccount","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Nuvodia-Only\Create-NuvodialocalAccount","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Software\Get-InstalledSoftware","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-InstalledSoftware","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-InstalledSoftware","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-InstalledSoftware","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Software\Get-InstalledSoftware","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Software\Get-WizTreePortable","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-WizTreePortable","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-WizTreePortable","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Get-WizTreePortable","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Software\Get-WizTreePortable","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Software\Reinstall-OneDrive","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Reinstall-OneDrive","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Reinstall-OneDrive","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Reinstall-OneDrive","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Software\Reinstall-OneDrive","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\Scripts\Software\Remove-AdobeAcrobatReader","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Remove-AdobeAcrobatReader","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Remove-AdobeAcrobatReader","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\Scripts\Software\Remove-AdobeAcrobatReader","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\Scripts\Software\Remove-AdobeAcrobatReader","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\bg","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\bg","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\bg","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\cs","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\cs","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\cs","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\da","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\da","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\da","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\de","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\de","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\de","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\el","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\el","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\el","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\en","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\en","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\en","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\es","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\es","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\es","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\fi","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fi","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\fi","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\fr","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\fr","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\fr","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\hu","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\hu","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\hu","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\id","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\id","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\id","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\it","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\it","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\it","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ja","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ja","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ja","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ko","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ko","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ko","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\nl","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\nl","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\nl","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\no","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\no","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\no","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\pl","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pl","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\pl","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\pt_BR","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\pt_BR","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\pt_BR","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\ru","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\ru","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\ru","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sk","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sk","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sk","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sl","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl","NT AUTHORITY\SYSTEM","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","ContainerInherit, ObjectInherit","None"
"C:\Temp\WizTree\locale\sl","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None"
"C:\Temp\WizTree\locale\sl","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly"
"C:\Temp\WizTree\locale\sr","BUILTIN\Administrators","FullControl","Allow","True","ContainerInherit, ObjectInherit","None"
